id,created,status,error,parentid,trackerx,trackery,lp1h,lp2h,lp1w,lp2w,rp1h,rp2h,rp1w,rp2w,fw1,f2w,fw3,fw4,edge1,edge2
LIGHT-AND-WHAT-IT-DOES-00131,2020-03-25T18:01:33.918Z,pass,,1,237,479,79,79,81,81,0,-0.999699,0,-0.00252586,724,724,724,724,2,4
LIGHT-AND-WHAT-IT-DOES-00132,2020-03-25T18:01:34.015Z,pass,,1,239,477,79,79,82,82,0,-0.999699,0,-0.00252586,724,724,723,723,2,4
LIGHT-AND-WHAT-IT-DOES-00133,2020-03-25T18:01:34.113Z,pass,,1,233,502,79,79,81,82,0,-0.999699,0,-0.00252586,721,721,723,723,2,3
LIGHT-AND-WHAT-IT-DOES-00134,2020-03-25T18:01:34.209Z,pass,,1,240,473,79,79,82,81,0,-0.999699,0,-0.00252586,714,714,712,712,2,3
LIGHT-AND-WHAT-IT-DOES-00135,2020-03-25T18:01:34.303Z,pass,,1,241,470,79,79,81,81,0,-0.999699,0,-0.00252586,716,716,715,715,2,4
LIGHT-AND-WHAT-IT-DOES-00136,2020-03-25T18:01:34.398Z,pass,,1,234,147,79,79,81,82,0,-0.999699,0,-0.00252586,720,720,720,720,1,2
LIGHT-AND-WHAT-IT-DOES-00137,2020-03-25T18:01:34.494Z,fail,more than 2 sprocket points detected,1,,,,,,,,,,,,,,,,,
LIGHT-AND-WHAT-IT-DOES-00138,2020-03-25T18:01:34.594Z,pass,,1,239,466,79,79,81,82,0,-0.999699,0,-0.00252586,716,716,715,715,1,6
LIGHT-AND-WHAT-IT-DOES-00139,2020-03-25T18:01:34.690Z,pass,,1,241,515,79,79,82,82,0,-0.999699,0,-0.00252586,715,715,716,716,1,6
LIGHT-AND-WHAT-IT-DOES-00140,2020-03-25T18:01:34.785Z,pass,,1,238,514,79,79,82,81,0,-0.999699,0,-0.00252586,720,720,717,717,1,4
LIGHT-AND-WHAT-IT-DOES-00141,2020-03-25T18:01:34.881Z,pass,,1,239,460,79,79,82,81,0,-0.999699,0,-0.00252586,724,724,724,724,1,2
LIGHT-AND-WHAT-IT-DOES-00142,2020-03-25T18:01:34.975Z,pass,,1,239,459,79,79,81,81,0,-0.999699,0,-0.00252586,724,724,724,724,2,0
LIGHT-AND-WHAT-IT-DOES-00143,2020-03-25T18:01:35.070Z,pass,,1,232,485,79,79,82,81,0,-0.999699,0,-0.00252586,724,724,723,723,1,0
LIGHT-AND-WHAT-IT-DOES-00144,2020-03-25T18:01:35.167Z,pass,,1,233,485,79,79,81,81,0,-0.999699,0,-0.00252586,724,724,723,723,1,0
LIGHT-AND-WHAT-IT-DOES-00145,2020-03-25T18:01:35.261Z,fail,more than 2 sprocket points detected,1,,,,,,,,,,,,,,,,,
LIGHT-AND-WHAT-IT-DOES-00146,2020-03-25T18:01:35.361Z,pass,,1,233,483,79,79,81,81,0,-0.999699,0,-0.00252586,725,725,724,724,2,0
LIGHT-AND-WHAT-IT-DOES-00147,2020-03-25T18:01:35.455Z,pass,,1,240,506,79,79,82,81,0,-0.999699,0,-0.00252586,724,724,724,724,2,439
LIGHT-AND-WHAT-IT-DOES-00148,2020-03-25T18:01:35.550Z,pass,,1,242,482,79,79,82,82,0,-0.999699,0,-0.00252586,724,724,724,724,2,0
LIGHT-AND-WHAT-IT-DOES-00149,2020-03-25T18:01:35.645Z,fail,more than 2 sprocket points detected,1,,,,,,,,,,,,,,,,,
LIGHT-AND-WHAT-IT-DOES-00150,2020-03-25T18:01:35.743Z,fail,more than 2 sprocket points detected,1,,,,,,,,,,,,,,,,,
LIGHT-AND-WHAT-IT-DOES-00151,2020-03-25T18:01:35.842Z,pass,,1,233,477,79,79,82,81,0,-0.999699,0,-0.00252586,725,725,724,724,1,2
LIGHT-AND-WHAT-IT-DOES-00152,2020-03-25T18:01:35.937Z,fail,more than 2 sprocket points detected,1,,,,,,,,,,,,,,,,,
