id,created,status,error,parentid,trackerx,trackery,lp1h,lp2h,lp1w,lp2w,rp1h,rp2h,rp1w,rp2w,fw1,f2w,fw3,fw4,edge1,edge2
GRASSLAND-FOR-ENGRG-00000,2020-03-24T17:34:10.318Z,pass,,1,259,184,57,58,83,83,0,0,0,9.88131e-324,781,781,784,784,0,0
GRASSLAND-FOR-ENGRG-00001,2020-03-24T17:34:10.609Z,pass,,1,263,189,57,58,82,83,0,0,0,9.88131e-324,785,785,787,787,548,0
GRASSLAND-FOR-ENGRG-00002,2020-03-24T17:34:10.903Z,pass,,1,263,190,58,58,82,83,0,0,0,9.88131e-324,785,785,787,787,548,0
GRASSLAND-FOR-ENGRG-00003,2020-03-24T17:34:11.203Z,pass,,1,262,194,57,58,82,83,0,0,0,9.88131e-324,785,785,786,786,548,0
GRASSLAND-FOR-ENGRG-00004,2020-03-24T17:34:11.486Z,pass,,1,259,198,58,58,82,83,0,0,0,9.88131e-324,782,782,783,783,548,0
GRASSLAND-FOR-ENGRG-00005,2020-03-24T17:34:11.752Z,pass,,1,258,199,57,58,83,82,0,0,0,9.88131e-324,780,780,782,782,548,0
GRASSLAND-FOR-ENGRG-00006,2020-03-24T17:34:12.040Z,pass,,1,258,198,57,58,82,83,0,0,0,9.88131e-324,781,781,783,783,548,0
GRASSLAND-FOR-ENGRG-00007,2020-03-24T17:34:12.325Z,pass,,1,258,199,58,58,82,82,0,0,0,9.88131e-324,781,781,783,783,548,0
GRASSLAND-FOR-ENGRG-00008,2020-03-24T17:34:12.600Z,pass,,1,257,201,57,58,82,82,0,0,0,9.88131e-324,780,780,782,782,548,0
GRASSLAND-FOR-ENGRG-00009,2020-03-24T17:34:12.882Z,pass,,1,256,201,57,58,82,83,0,0,0,9.88131e-324,779,779,781,781,548,0
GRASSLAND-FOR-ENGRG-00010,2020-03-24T17:34:13.193Z,pass,,1,256,200,57,57,82,82,0,0,0,9.88131e-324,779,779,781,781,548,0
GRASSLAND-FOR-ENGRG-00011,2020-03-24T17:34:13.481Z,pass,,1,255,200,57,58,82,82,0,0,0,9.88131e-324,779,779,781,781,548,0
GRASSLAND-FOR-ENGRG-00012,2020-03-24T17:34:13.780Z,pass,,1,255,202,58,58,81,82,0,0,0,9.88131e-324,778,778,780,780,548,0
GRASSLAND-FOR-ENGRG-00013,2020-03-24T17:34:14.061Z,pass,,1,255,202,57,58,82,82,0,0,0,9.88131e-324,778,778,780,780,548,0
GRASSLAND-FOR-ENGRG-00014,2020-03-24T17:34:14.349Z,pass,,1,255,202,57,58,82,82,0,0,0,9.88131e-324,779,779,780,780,548,0
GRASSLAND-FOR-ENGRG-00015,2020-03-24T17:34:14.634Z,pass,,1,256,204,57,58,82,82,0,0,0,9.88131e-324,779,779,781,781,548,0
GRASSLAND-FOR-ENGRG-00016,2020-03-24T17:34:14.903Z,pass,,1,254,206,57,58,82,82,0,0,0,9.88131e-324,777,777,779,779,548,0
GRASSLAND-FOR-ENGRG-00017,2020-03-24T17:34:15.200Z,pass,,1,254,207,57,58,82,82,0,0,0,9.88131e-324,777,777,779,779,548,0
GRASSLAND-FOR-ENGRG-00018,2020-03-24T17:34:15.476Z,pass,,1,254,206,57,57,81,82,0,0,0,9.88131e-324,777,777,779,779,548,0
GRASSLAND-FOR-ENGRG-00019,2020-03-24T17:34:15.754Z,pass,,1,253,209,57,58,81,82,0,0,0,9.88131e-324,775,775,778,778,548,0
GRASSLAND-FOR-ENGRG-00020,2020-03-24T17:34:16.030Z,pass,,1,251,211,57,57,82,82,0,0,0,9.88131e-324,774,774,775,775,548,0
GRASSLAND-FOR-ENGRG-00021,2020-03-24T17:34:16.310Z,pass,,1,250,211,57,58,82,82,0,0,0,9.88131e-324,773,773,774,774,548,0
GRASSLAND-FOR-ENGRG-00022,2020-03-24T17:34:16.591Z,pass,,1,249,210,58,58,82,82,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00023,2020-03-24T17:34:16.865Z,pass,,1,248,211,57,58,82,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00024,2020-03-24T17:34:17.162Z,pass,,1,248,212,57,57,82,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00025,2020-03-24T17:34:17.439Z,pass,,1,249,211,57,58,81,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00026,2020-03-24T17:34:17.719Z,pass,,1,250,210,58,58,81,82,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00027,2020-03-24T17:34:18.012Z,pass,,1,250,211,58,57,82,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00028,2020-03-24T17:34:18.297Z,pass,,1,250,211,57,58,82,82,0,0,0,9.88131e-324,774,774,775,775,548,0
GRASSLAND-FOR-ENGRG-00029,2020-03-24T17:34:18.577Z,pass,,1,251,210,58,58,82,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00030,2020-03-24T17:34:18.856Z,pass,,1,253,207,58,58,82,82,0,0,0,9.88131e-324,776,776,778,778,548,0
GRASSLAND-FOR-ENGRG-00031,2020-03-24T17:34:19.137Z,pass,,1,251,208,57,58,82,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00032,2020-03-24T17:34:19.423Z,pass,,1,251,207,57,57,82,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00033,2020-03-24T17:34:19.696Z,pass,,1,252,206,57,58,82,81,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00034,2020-03-24T17:34:20.079Z,pass,,1,253,205,58,58,82,81,0,0,0,9.88131e-324,776,776,778,778,548,0
GRASSLAND-FOR-ENGRG-00035,2020-03-24T17:34:20.377Z,pass,,1,252,207,57,58,82,82,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00036,2020-03-24T17:34:20.659Z,pass,,1,252,208,57,57,82,82,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00037,2020-03-24T17:34:20.945Z,pass,,1,252,207,57,58,81,82,0,0,0,9.88131e-324,776,776,778,778,548,0
GRASSLAND-FOR-ENGRG-00038,2020-03-24T17:34:21.221Z,pass,,1,252,207,57,57,81,82,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00039,2020-03-24T17:34:21.503Z,pass,,1,251,208,57,58,81,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00040,2020-03-24T17:34:21.790Z,pass,,1,250,209,57,57,82,82,0,0,0,9.88131e-324,773,773,776,776,548,0
GRASSLAND-FOR-ENGRG-00041,2020-03-24T17:34:22.077Z,pass,,1,250,208,57,57,81,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00042,2020-03-24T17:34:22.368Z,pass,,1,248,208,58,58,82,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00043,2020-03-24T17:34:22.667Z,pass,,1,247,211,57,58,81,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00044,2020-03-24T17:34:22.941Z,pass,,1,246,211,58,58,82,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00045,2020-03-24T17:34:23.218Z,pass,,1,248,209,57,58,81,82,0,0,0,9.88131e-324,770,770,773,773,548,0
GRASSLAND-FOR-ENGRG-00046,2020-03-24T17:34:23.514Z,pass,,1,248,211,57,57,81,81,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00047,2020-03-24T17:34:23.854Z,pass,,1,248,211,57,58,81,82,0,0,0,9.88131e-324,770,770,773,773,548,0
GRASSLAND-FOR-ENGRG-00048,2020-03-24T17:34:24.130Z,pass,,1,248,212,56,57,81,81,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00049,2020-03-24T17:34:24.419Z,pass,,1,250,209,57,57,81,82,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00050,2020-03-24T17:34:24.695Z,pass,,1,251,208,57,57,82,81,0,0,0,9.88131e-324,773,773,776,776,548,0
GRASSLAND-FOR-ENGRG-00051,2020-03-24T17:34:24.976Z,pass,,1,252,209,57,57,81,82,0,0,0,9.88131e-324,775,775,776,776,548,0
GRASSLAND-FOR-ENGRG-00052,2020-03-24T17:34:25.269Z,pass,,1,252,208,57,57,82,81,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00053,2020-03-24T17:34:25.549Z,pass,,1,253,205,57,58,81,81,0,0,0,9.88131e-324,774,774,777,777,548,0
GRASSLAND-FOR-ENGRG-00054,2020-03-24T17:34:25.829Z,pass,,1,252,206,57,57,81,81,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00055,2020-03-24T17:34:26.119Z,pass,,1,251,207,57,57,81,82,0,0,0,9.88131e-324,773,773,776,776,548,0
GRASSLAND-FOR-ENGRG-00056,2020-03-24T17:34:26.444Z,pass,,1,251,207,57,57,81,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00057,2020-03-24T17:34:26.743Z,pass,,1,251,205,57,57,81,81,0,0,0,9.88131e-324,774,774,777,777,548,0
GRASSLAND-FOR-ENGRG-00058,2020-03-24T17:34:27.017Z,pass,,1,251,206,57,57,81,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00059,2020-03-24T17:34:27.282Z,pass,,1,248,207,57,58,81,82,0,0,0,9.88131e-324,771,771,774,774,548,0
GRASSLAND-FOR-ENGRG-00060,2020-03-24T17:34:27.575Z,pass,,1,249,209,57,57,81,82,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00061,2020-03-24T17:34:27.866Z,pass,,1,250,207,57,58,81,81,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00062,2020-03-24T17:34:28.152Z,pass,,1,249,209,57,58,82,82,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00063,2020-03-24T17:34:28.437Z,pass,,1,247,211,57,58,82,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00064,2020-03-24T17:34:28.708Z,pass,,1,247,211,57,57,82,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00065,2020-03-24T17:34:28.990Z,pass,,1,246,211,56,57,82,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00066,2020-03-24T17:34:31.428Z,pass,,1,246,212,57,57,82,83,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00067,2020-03-24T17:34:31.749Z,pass,,1,245,214,57,57,82,82,0,0,0,9.88131e-324,768,768,770,770,548,0
GRASSLAND-FOR-ENGRG-00068,2020-03-24T17:34:32.073Z,pass,,1,247,212,57,57,81,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00069,2020-03-24T17:34:32.386Z,pass,,1,248,211,57,58,81,82,0,0,0,9.88131e-324,771,771,772,772,548,0
GRASSLAND-FOR-ENGRG-00070,2020-03-24T17:34:32.692Z,pass,,1,249,211,57,57,81,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00071,2020-03-24T17:34:33.009Z,pass,,1,249,212,57,57,81,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00072,2020-03-24T17:34:33.334Z,pass,,1,251,209,57,57,81,82,0,0,0,9.88131e-324,773,773,776,776,548,0
GRASSLAND-FOR-ENGRG-00073,2020-03-24T17:34:33.634Z,pass,,1,253,208,57,57,81,82,0,0,0,9.88131e-324,775,775,778,778,548,0
GRASSLAND-FOR-ENGRG-00074,2020-03-24T17:34:33.964Z,pass,,1,253,208,57,57,81,81,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00075,2020-03-24T17:34:34.295Z,pass,,1,251,209,56,57,82,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00076,2020-03-24T17:34:34.607Z,pass,,1,251,207,57,57,81,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00077,2020-03-24T17:34:34.950Z,pass,,1,251,206,57,57,81,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00078,2020-03-24T17:34:35.291Z,pass,,1,250,207,57,57,82,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00079,2020-03-24T17:34:35.605Z,pass,,1,249,209,57,57,82,81,0,0,0,9.88131e-324,771,771,774,774,548,0
GRASSLAND-FOR-ENGRG-00080,2020-03-24T17:34:35.906Z,pass,,1,250,208,57,57,81,82,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00081,2020-03-24T17:34:36.218Z,pass,,1,248,208,57,57,81,81,0,0,0,9.88131e-324,768,768,772,772,548,0
GRASSLAND-FOR-ENGRG-00082,2020-03-24T17:34:36.506Z,pass,,1,248,210,57,57,81,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00083,2020-03-24T17:34:36.790Z,pass,,1,248,212,56,57,82,82,0,0,0,9.88131e-324,770,770,773,773,548,0
GRASSLAND-FOR-ENGRG-00084,2020-03-24T17:34:37.067Z,pass,,1,248,211,57,57,81,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00085,2020-03-24T17:34:37.360Z,pass,,1,247,211,56,57,82,82,0,0,0,9.88131e-324,769,769,772,772,548,0
GRASSLAND-FOR-ENGRG-00086,2020-03-24T17:34:37.635Z,pass,,1,246,213,57,57,82,82,0,0,0,9.88131e-324,768,768,771,771,548,0
GRASSLAND-FOR-ENGRG-00087,2020-03-24T17:34:37.926Z,pass,,1,246,214,57,56,81,82,0,0,0,9.88131e-324,768,768,771,771,548,0
GRASSLAND-FOR-ENGRG-00088,2020-03-24T17:34:38.213Z,pass,,1,246,213,57,57,82,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00089,2020-03-24T17:34:38.505Z,pass,,1,247,212,57,58,81,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00090,2020-03-24T17:34:38.790Z,pass,,1,246,214,57,57,81,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00091,2020-03-24T17:34:39.067Z,pass,,1,247,215,57,58,82,81,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00092,2020-03-24T17:34:39.350Z,pass,,1,250,212,57,57,81,82,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00093,2020-03-24T17:34:39.631Z,pass,,1,252,210,57,57,81,81,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00094,2020-03-24T17:34:39.911Z,pass,,1,252,211,56,57,81,81,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00095,2020-03-24T17:34:40.191Z,pass,,1,253,210,57,57,82,82,0,0,0,9.88131e-324,776,776,778,778,548,0
GRASSLAND-FOR-ENGRG-00096,2020-03-24T17:34:40.468Z,pass,,1,253,209,57,57,82,81,0,0,0,9.88131e-324,776,776,778,778,548,0
GRASSLAND-FOR-ENGRG-00097,2020-03-24T17:34:40.739Z,pass,,1,253,207,57,57,81,82,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00098,2020-03-24T17:34:41.034Z,pass,,1,251,210,56,57,81,81,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00099,2020-03-24T17:34:41.321Z,pass,,1,251,210,57,57,81,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00100,2020-03-24T17:34:41.620Z,pass,,1,251,209,57,57,82,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00101,2020-03-24T17:34:41.924Z,pass,,1,251,209,57,57,82,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00102,2020-03-24T17:34:42.195Z,pass,,1,251,211,57,57,81,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00103,2020-03-24T17:34:42.494Z,pass,,1,250,213,57,57,81,82,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00104,2020-03-24T17:34:42.775Z,pass,,1,251,212,57,57,82,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00105,2020-03-24T17:34:43.066Z,pass,,1,251,213,57,57,81,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00106,2020-03-24T17:34:43.360Z,pass,,1,248,215,57,57,82,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00107,2020-03-24T17:34:43.641Z,pass,,1,249,216,57,57,81,82,0,0,0,9.88131e-324,771,771,774,774,548,0
GRASSLAND-FOR-ENGRG-00108,2020-03-24T17:34:43.921Z,pass,,1,247,214,57,57,82,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00109,2020-03-24T17:34:44.217Z,pass,,1,247,215,57,57,81,82,0,0,0,9.88131e-324,770,770,771,771,548,0
GRASSLAND-FOR-ENGRG-00110,2020-03-24T17:34:44.514Z,pass,,1,246,216,57,57,81,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00111,2020-03-24T17:34:44.807Z,pass,,1,246,215,57,57,81,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00112,2020-03-24T17:34:45.106Z,pass,,1,248,213,57,57,81,81,0,0,0,9.88131e-324,770,770,773,773,548,0
GRASSLAND-FOR-ENGRG-00113,2020-03-24T17:34:45.374Z,pass,,1,248,213,57,57,81,81,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00114,2020-03-24T17:34:45.656Z,pass,,1,248,214,57,57,81,81,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00115,2020-03-24T17:34:45.934Z,pass,,1,250,213,57,58,81,81,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00116,2020-03-24T17:34:46.212Z,pass,,1,253,210,57,57,80,81,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00117,2020-03-24T17:34:46.505Z,pass,,1,253,211,57,57,80,82,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00118,2020-03-24T17:34:46.776Z,pass,,1,251,212,57,57,81,82,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00119,2020-03-24T17:34:47.067Z,pass,,1,251,211,57,57,81,81,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00120,2020-03-24T17:34:47.352Z,pass,,1,251,208,57,57,81,82,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00121,2020-03-24T17:34:47.641Z,pass,,1,250,210,57,57,81,81,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00122,2020-03-24T17:34:47.916Z,pass,,1,249,214,57,57,82,82,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00123,2020-03-24T17:34:48.214Z,pass,,1,252,213,57,57,81,82,0,0,0,9.88131e-324,774,774,776,776,548,0
GRASSLAND-FOR-ENGRG-00124,2020-03-24T17:34:48.487Z,pass,,1,253,213,57,57,81,82,0,0,0,9.88131e-324,775,775,777,777,548,0
GRASSLAND-FOR-ENGRG-00125,2020-03-24T17:34:48.759Z,pass,,1,250,216,56,57,81,82,0,0,0,9.88131e-324,770,770,774,774,548,0
GRASSLAND-FOR-ENGRG-00126,2020-03-24T17:34:49.042Z,pass,,1,249,218,57,57,81,81,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00127,2020-03-24T17:34:49.324Z,pass,,1,249,216,57,57,82,82,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00128,2020-03-24T17:34:49.620Z,pass,,1,249,216,57,57,82,82,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00129,2020-03-24T17:34:49.907Z,pass,,1,247,217,57,57,82,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00130,2020-03-24T17:34:50.184Z,pass,,1,246,220,57,57,82,81,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00131,2020-03-24T17:34:50.463Z,pass,,1,246,217,57,57,82,81,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00132,2020-03-24T17:34:50.775Z,pass,,1,247,216,57,57,81,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00133,2020-03-24T17:34:51.056Z,pass,,1,246,218,56,57,82,81,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00134,2020-03-24T17:34:51.360Z,pass,,1,247,218,57,57,82,82,0,0,0,9.88131e-324,769,769,771,771,548,0
GRASSLAND-FOR-ENGRG-00135,2020-03-24T17:34:51.642Z,pass,,1,249,215,57,57,81,81,0,0,0,9.88131e-324,770,770,773,773,548,0
GRASSLAND-FOR-ENGRG-00136,2020-03-24T17:34:51.931Z,pass,,1,249,214,57,57,80,81,0,0,0,9.88131e-324,770,770,773,773,548,0
GRASSLAND-FOR-ENGRG-00137,2020-03-24T17:34:52.208Z,pass,,1,250,214,57,57,81,82,0,0,0,9.88131e-324,772,772,775,775,548,0
GRASSLAND-FOR-ENGRG-00138,2020-03-24T17:34:52.484Z,pass,,1,250,215,56,57,82,81,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00139,2020-03-24T17:34:52.770Z,pass,,1,251,213,56,57,81,81,0,0,0,9.88131e-324,773,773,775,775,548,0
GRASSLAND-FOR-ENGRG-00140,2020-03-24T17:34:53.050Z,pass,,1,251,211,56,57,80,81,0,0,0,9.88131e-324,771,771,774,774,548,0
GRASSLAND-FOR-ENGRG-00141,2020-03-24T17:34:53.330Z,pass,,1,249,214,57,57,81,81,0,0,0,9.88131e-324,769,769,772,772,548,0
GRASSLAND-FOR-ENGRG-00142,2020-03-24T17:34:53.616Z,pass,,1,248,215,57,57,81,82,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00143,2020-03-24T17:34:53.893Z,pass,,1,250,213,56,57,81,81,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00144,2020-03-24T17:34:54.173Z,pass,,1,251,213,57,57,81,81,0,0,0,9.88131e-324,772,772,774,774,548,0
GRASSLAND-FOR-ENGRG-00145,2020-03-24T17:34:54.457Z,pass,,1,249,216,57,57,82,81,0,0,0,9.88131e-324,771,771,774,774,548,0
GRASSLAND-FOR-ENGRG-00146,2020-03-24T17:34:54.732Z,pass,,1,248,217,56,57,81,81,0,0,0,9.88131e-324,770,770,772,772,548,0
GRASSLAND-FOR-ENGRG-00147,2020-03-24T17:34:55.025Z,pass,,1,249,216,57,57,80,81,0,0,0,9.88131e-324,770,770,774,774,548,0
GRASSLAND-FOR-ENGRG-00148,2020-03-24T17:34:55.316Z,pass,,1,249,216,57,57,80,81,0,0,0,9.88131e-324,770,770,773,773,548,0
GRASSLAND-FOR-ENGRG-00149,2020-03-24T17:34:55.592Z,pass,,1,246,219,57,58,80,82,0,0,0,9.88131e-324,767,767,771,771,548,0
GRASSLAND-FOR-ENGRG-00150,2020-03-24T17:34:55.889Z,pass,,1,246,219,57,57,81,82,0,0,0,9.88131e-324,767,767,770,770,548,0
GRASSLAND-FOR-ENGRG-00151,2020-03-24T17:34:56.172Z,pass,,1,246,218,57,57,80,82,0,0,0,9.88131e-324,767,767,770,770,548,0
GRASSLAND-FOR-ENGRG-00152,2020-03-24T17:34:56.445Z,pass,,1,246,218,56,56,80,82,0,0,0,9.88131e-324,767,767,770,770,548,0
GRASSLAND-FOR-ENGRG-00153,2020-03-24T17:34:56.721Z,pass,,1,246,221,57,56,81,82,0,0,0,9.88131e-324,768,768,771,771,548,0
GRASSLAND-FOR-ENGRG-00154,2020-03-24T17:34:57.007Z,pass,,1,247,220,56,56,81,81,0,0,0,9.88131e-324,768,768,771,771,548,0
GRASSLAND-FOR-ENGRG-00155,2020-03-24T17:34:57.288Z,pass,,1,248,217,56,57,81,81,0,0,0,9.88131e-324,768,768,771,771,548,0
GRASSLAND-FOR-ENGRG-00156,2020-03-24T17:34:57.557Z,pass,,1,249,216,57,57,80,81,0,0,0,9.88131e-324,768,768,772,772,548,0
GRASSLAND-FOR-ENGRG-00157,2020-03-24T17:34:59.640Z,pass,,1,247,219,56,57,81,81,0,0,0,9.88131e-324,768,768,771,771,548,0
GRASSLAND-FOR-ENGRG-00158,2020-03-24T17:34:59.930Z,pass,,1,248,218,57,57,82,82,0,0,0,9.88131e-324,771,771,773,773,548,0
GRASSLAND-FOR-ENGRG-00159,2020-03-24T17:35:00.235Z,pass,,1,253,215,56,57,81,82,0,0,0,9.88131e-324,777,777,779,779,548,0
GRASSLAND-FOR-ENGRG-00160,2020-03-24T17:35:00.523Z,pass,,1,254,214,56,57,82,82,0,0,0,9.88131e-324,778,778,779,779,548,0
GRASSLAND-FOR-ENGRG-00161,2020-03-24T17:35:00.799Z,pass,,1,253,215,57,57,82,82,0,0,0,9.88131e-324,777,777,779,779,548,0
GRASSLAND-FOR-ENGRG-00162,2020-03-24T17:35:01.065Z,pass,,1,256,215,57,57,81,82,0,0,0,9.88131e-324,779,779,781,781,548,0
GRASSLAND-FOR-ENGRG-00163,2020-03-24T17:35:01.370Z,pass,,1,256,214,56,57,82,82,0,0,0,9.88131e-324,779,779,781,781,548,0
GRASSLAND-FOR-ENGRG-00164,2020-03-24T17:35:01.665Z,pass,,1,257,214,56,56,81,82,0,0,0,9.88131e-324,779,779,782,782,548,0
GRASSLAND-FOR-ENGRG-00165,2020-03-24T17:35:01.937Z,pass,,1,257,218,57,57,82,82,0,0,0,9.88131e-324,779,779,782,782,548,0
GRASSLAND-FOR-ENGRG-00166,2020-03-24T17:35:02.216Z,pass,,1,258,219,57,57,81,82,0,0,0,9.88131e-324,780,780,784,784,548,0
GRASSLAND-FOR-ENGRG-00167,2020-03-24T17:35:02.501Z,pass,,1,262,216,57,57,81,82,0,0,0,9.88131e-324,785,785,788,788,548,0
GRASSLAND-FOR-ENGRG-00168,2020-03-24T17:35:02.782Z,pass,,1,261,219,56,57,81,82,0,0,0,9.88131e-324,784,784,787,787,548,0
